"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","221","userCreatedSuccessfully()","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:28 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userCreatedSuccessfully"
"","248","checkColorElementsSizePerPage()","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:28 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkColorElementsSizePerPage"
"","2477","searchHotelByCoordinate(Hotels) [2] Hotels.HOTEL_TAC_PREMIER(hotelName=Tac Premier Hotel & Spa, locationName=Alanya, Turkey, locationId=2696, lat=36.54899, lon=31.98159)","","Mon Feb 17 13:26:30 GMT 2025","passed","Mon Feb 17 13:26:32 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","10619","searchHotelByCoordinate(Hotels) [1] Hotels.HOTEL_MILANO(hotelName=Milano Hotel, locationName=Bourgas, Bulgaria, locationId=609, lat=42.51981, lon=27.46851)","","Mon Feb 17 13:26:25 GMT 2025","passed","Mon Feb 17 13:26:36 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","550","searchHotelByName(String, String) [2] Tac Premier Hotel & Spa, Alanya, Turkey","","Mon Feb 17 13:26:30 GMT 2025","passed","Mon Feb 17 13:26:30 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByName"
"","962","userLoginWithoutPassword()","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userLoginWithoutPassword"
"","3111","searchHotelWhenRequiredParameterIsMissing()","","Mon Feb 17 13:26:25 GMT 2025","passed","Mon Feb 17 13:26:28 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWhenRequiredParameterIsMissing"
"","347","searchHotelWithEmptyQuery(String) [1] null","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
"","3870","displayHotelPriceWhenLocationIdProvided(Integer, List, Integer) [1] 4164, [Hotels.HOTEL_LAS_ARENAS(hotelName=Las Arenas Balneario Resort, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_EUROSTARS(hotelName=Eurostars Rey Don Jaime, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_MALCOM(hotelName=Hotel Malcom and Barret, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_VENECIA(hotelName=Venecia Plaza Centro, locationName=Valencia, Spain, locationId=4164, …, 1","","Mon Feb 17 13:26:25 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationIdProvided"
"","355","searchHotelWithEmptyQuery(String) [2] ","","Mon Feb 17 13:26:29 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
"","11747","searchHotelByCoordinate(Hotels) [3] Hotels.HOTEL_GRAND(hotelName=Grand Hotel Bernardin, locationName=Portoroz, Slovenia, locationId=3035, lat=45.51702, lon=13.5697)","","Mon Feb 17 13:26:30 GMT 2025","passed","Mon Feb 17 13:26:41 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","585","searchHotelByName(String, String) [1] Hotel Valencia Center, Valencia, Spain","","Mon Feb 17 13:26:30 GMT 2025","passed","Mon Feb 17 13:26:30 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByName"
"","3104","displayHotelPriceWhenRequiredParameterIsMissing()","","Mon Feb 17 13:26:25 GMT 2025","passed","Mon Feb 17 13:26:28 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenRequiredParameterIsMissing"
"","3109","checkColorsSortedYears()","","Mon Feb 17 13:26:25 GMT 2025","passed","Mon Feb 17 13:26:28 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkColorsSortedYears"
"","219","userRegistrationWithoutPassword()","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userRegistrationWithoutPassword"
"","1082","checkHotelDataForPastPeriod()","","Mon Feb 17 13:26:28 GMT 2025","passed","Mon Feb 17 13:26:29 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","checkHotelDataForPastPeriod"
"","415","displayHotelPriceWhenLocationNameProvided(String, List, Integer) [1] Valencia, [Hotels.HOTEL_LAS_ARENAS(hotelName=Las Arenas Balneario Resort, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_EUROSTARS(hotelName=Eurostars Rey Don Jaime, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_MALCOM(hotelName=Hotel Malcom and Barret, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_VENECIA(hotelName=Venecia Plaza Centro, locationName=Valencia, Spain, locationId=4164, …, 1","","Mon Feb 17 13:26:29 GMT 2025","passed","Mon Feb 17 13:26:30 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationNameProvided"
