"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","254","userCreatedSuccessfully()","","Tue Jan 28 15:10:35 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userCreatedSuccessfully"
"","5929","searchHotelByCoordinate(Hotels) [3] Hotels.HOTEL_GRAND(hotelName=Grand Hotel Bernardin, locationName=Portoroz, Slovenia, locationId=3035, lat=45.51702, lon=13.5697)","","Tue Jan 28 15:10:37 GMT 2025","passed","Tue Jan 28 15:10:42 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","627","checkUserAvatarAndEmail()","","Tue Jan 28 15:10:36 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkUserAvatarAndEmail"
"","2853","displayHotelPriceWhenRequiredParameterIsMissing()","","Tue Jan 28 15:10:32 GMT 2025","passed","Tue Jan 28 15:10:35 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenRequiredParameterIsMissing"
"","2850","userLoggedInSuccessfully()","","Tue Jan 28 15:10:32 GMT 2025","passed","Tue Jan 28 15:10:35 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userLoggedInSuccessfully"
"","654","userLoginWithoutPassword()","","Tue Jan 28 15:10:36 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userLoginWithoutPassword"
"","677","displayHotelPriceWhenLocationIdProvided(Integer, List, Integer) [2] 2696, [Hotels.HOTEL_GREEN_GARDEN(hotelName=Green Garden Suites Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_HARMONY(hotelName=Harmony Butik Otel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_SUNWAY(hotelName=Sunway Apart Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_MUSTI(hotelName=Musti Apart Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31…, 7","","Tue Jan 28 15:10:36 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationIdProvided"
"","254","searchHotelWithEmptyQuery(String) [2] ","","Tue Jan 28 15:10:36 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
"","338","displayHotelPriceWhenLocationNameProvided(String, List, Integer) [1] Valencia, [Hotels.HOTEL_LAS_ARENAS(hotelName=Las Arenas Balneario Resort, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_EUROSTARS(hotelName=Eurostars Rey Don Jaime, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_MALCOM(hotelName=Hotel Malcom and Barret, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_VENECIA(hotelName=Venecia Plaza Centro, locationName=Valencia, Spain, locationId=4164, …, 1","","Tue Jan 28 15:10:36 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationNameProvided"
"","238","userRegistrationWithoutPassword()","","Tue Jan 28 15:10:35 GMT 2025","passed","Tue Jan 28 15:10:36 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userRegistrationWithoutPassword"
