"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215","userRegisteredSuccessfully()","","Tue Jan 28 15:55:25 GMT 2025","passed","Tue Jan 28 15:55:25 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userRegisteredSuccessfully"
"","329","searchHotelWithEmptyQuery(String) [1] null","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
"","285","searchHotelByName(String, String) [3] Grand Hotel Bernardin, Portoroz, Slovenia","","Tue Jan 28 15:55:25 GMT 2025","passed","Tue Jan 28 15:55:25 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByName"
"","309","checkHotelDataForPastPeriod()","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","checkHotelDataForPastPeriod"
"","220","userRegistrationWithoutPassword()","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userRegistrationWithoutPassword"
"","1710","searchHotelByCoordinate(Hotels) [2] Hotels.HOTEL_TAC_PREMIER(hotelName=Tac Premier Hotel & Spa, locationName=Alanya, Turkey, locationId=2696, lat=36.54899, lon=31.98159)","","Tue Jan 28 15:55:25 GMT 2025","passed","Tue Jan 28 15:55:27 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","3152","displayHotelPriceWhenLocationIdProvided(Integer, List, Integer) [1] 4164, [Hotels.HOTEL_LAS_ARENAS(hotelName=Las Arenas Balneario Resort, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_EUROSTARS(hotelName=Eurostars Rey Don Jaime, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_MALCOM(hotelName=Hotel Malcom and Barret, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_VENECIA(hotelName=Venecia Plaza Centro, locationName=Valencia, Spain, locationId=4164, …, 1","","Tue Jan 28 15:55:21 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationIdProvided"
"","275","searchHotelByName(String, String) [1] Hotel Valencia Center, Valencia, Spain","","Tue Jan 28 15:55:25 GMT 2025","passed","Tue Jan 28 15:55:25 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByName"
"","261","userCreatedSuccessfully()","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userCreatedSuccessfully"
"","8511","searchHotelByCoordinate(Hotels) [3] Hotels.HOTEL_GRAND(hotelName=Grand Hotel Bernardin, locationName=Portoroz, Slovenia, locationId=3035, lat=45.51702, lon=13.5697)","","Tue Jan 28 15:55:25 GMT 2025","passed","Tue Jan 28 15:55:34 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","91","checkColorElementsSizePerPage()","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:24 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkColorElementsSizePerPage"
"","633","checkUserAvatarAndEmail()","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:25 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkUserAvatarAndEmail"
"","2","checkFailing()","","Tue Jan 28 15:55:34 GMT 2025","failed","Tue Jan 28 15:55:34 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkFailing"
"","331","searchHotelWithEmptyQuery(String) [2] ","","Tue Jan 28 15:55:24 GMT 2025","passed","Tue Jan 28 15:55:25 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
