"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2787","checkColorsSortedYears()","","Mon Feb 17 14:06:29 GMT 2025","passed","Mon Feb 17 14:06:32 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkColorsSortedYears"
"","721","userLoginWithoutPassword()","","Mon Feb 17 14:06:33 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userLoginWithoutPassword"
"","282","displayHotelPriceWhenLocationIdProvided(Integer, List, Integer) [2] 2696, [Hotels.HOTEL_GREEN_GARDEN(hotelName=Green Garden Suites Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_HARMONY(hotelName=Harmony Butik Otel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_SUNWAY(hotelName=Sunway Apart Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31.992696), Hotels.HOTEL_MUSTI(hotelName=Musti Apart Hotel, locationName=Alanya, Turkey, locationId=2696, lat=36.545233, lon=31…, 7","","Mon Feb 17 14:06:32 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationIdProvided"
"","295","searchHotelWithEmptyQuery(String) [2] ","","Mon Feb 17 14:06:33 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWithEmptyQuery"
"","377","displayHotelPriceWhenLocationNameProvided(String, List, Integer) [1] Valencia, [Hotels.HOTEL_LAS_ARENAS(hotelName=Las Arenas Balneario Resort, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_EUROSTARS(hotelName=Eurostars Rey Don Jaime, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_MALCOM(hotelName=Hotel Malcom and Barret, locationName=Valencia, Spain, locationId=4164, lat=39.469752, lon=-0.377387), Hotels.HOTEL_VENECIA(hotelName=Venecia Plaza Centro, locationName=Valencia, Spain, locationId=4164, …, 1","","Mon Feb 17 14:06:33 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenLocationNameProvided"
"","242","userCreatedSuccessfully()","","Mon Feb 17 14:06:32 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userCreatedSuccessfully"
"","2788","displayHotelPriceWhenRequiredParameterIsMissing()","","Mon Feb 17 14:06:29 GMT 2025","passed","Mon Feb 17 14:06:32 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenRequiredParameterIsMissing"
"","11745","searchHotelByCoordinate(Hotels) [1] Hotels.HOTEL_MILANO(hotelName=Milano Hotel, locationName=Bourgas, Bulgaria, locationId=609, lat=42.51981, lon=27.46851)","","Mon Feb 17 14:06:29 GMT 2025","passed","Mon Feb 17 14:06:41 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByCoordinate"
"","2785","searchHotelWhenRequiredParameterIsMissing()","","Mon Feb 17 14:06:29 GMT 2025","passed","Mon Feb 17 14:06:32 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWhenRequiredParameterIsMissing"
"","288","searchHotelByName(String, String) [3] Grand Hotel Bernardin, Portoroz, Slovenia","","Mon Feb 17 14:06:33 GMT 2025","passed","Mon Feb 17 14:06:33 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelByName"
