"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2978","userLoggedInSuccessfully()","","Tue Jan 28 15:02:28 GMT 2025","passed","Tue Jan 28 15:02:31 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","userLoggedInSuccessfully"
"","5","checkFailing()","","Tue Jan 28 15:02:31 GMT 2025","failed","Tue Jan 28 15:02:31 GMT 2025","","com.jupiter.api.reqres.ReqresTest","com.jupiter.api.reqres.ReqresTest","checkFailing"
"","2983","displayHotelPriceWhenRequiredParameterIsMissing()","","Tue Jan 28 15:02:28 GMT 2025","passed","Tue Jan 28 15:02:31 GMT 2025","","com.jupiter.api.hotel.HotelLivingCostTest","com.jupiter.api.hotel.HotelLivingCostTest","displayHotelPriceWhenRequiredParameterIsMissing"
"","2980","searchHotelWhenRequiredParameterIsMissing()","","Tue Jan 28 15:02:28 GMT 2025","passed","Tue Jan 28 15:02:31 GMT 2025","","com.jupiter.api.hotel.HotelSearchTest","com.jupiter.api.hotel.HotelSearchTest","searchHotelWhenRequiredParameterIsMissing"
